BASIC,,,,,,,,,,,,,,,,,,,,
ORIGINAL,,,,,,,,,,,,,,,,,,,,
OPTIMIZED,1457.143,1514.376,1734.789,1817.717,1919.231,2063.757,2090.914,2187.782,2297.864,2433.057,2451.120,2558.582,2661.767,2785.918,2810.370,3051.736,3053.179,3179.265,3160.630,3304.375
ENHANCED,498.271,555.504,775.917,1098.563,1200.077,1344.603,1371.760,1708.346,1818.428,1953.621,1971.684,2318.864,2422.049,2546.200,2570.652,3051.736,3053.179,3179.265,3160.630,3304.375
