BASIC,,,,,,,,,,,,,,,,,,,,
ORIGINAL,,,,,,,,,,,,,,,,,,,,
OPTIMIZED,1573.083,1631.887,1879.556,1970.024,2080.766,2238.432,2268.056,2373.734,2493.820,2641.304,2661.008,2778.244,2890.808,3026.242,3052.922,3316.227,3317.800,3455.350,3435.025,3583.325
ENHANCED,527.043,585.847,833.516,1185.494,1296.236,1453.902,1483.526,1850.714,1970.800,2118.284,2137.988,2516.734,2629.298,2764.732,2791.412,3316.227,3317.800,3455.350,3435.025,3583.325
