BASIC,,,,,,,,,,,,,,,,,,,,
ORIGINAL,,,,,,,,,,,,,,,,,,,,
OPTIMIZED,1689.026,1749.403,2024.328,2122.334,2242.305,2413.109,2445.203,2559.685,2689.781,2849.554,2870.901,2997.903,3119.848,3266.571,3295.471,3580.723,3582.425,3731.440,3709.415,3862.275
ENHANCED,555.814,616.191,891.116,1272.425,1392.396,1563.200,1595.294,1993.079,2123.175,2282.948,2304.295,2714.600,2836.545,2983.268,3012.168,3580.723,3582.425,3731.440,3709.415,3862.275
