BASIC,,,,,,,,,,,,,,,
ORIGINAL,,,,,,,,,,,,,,,
OPTIMIZED,689.874,680.208,685.587,709.589,742.218,825.196,853.522,951.123,968.125,972.061,985.763,1106.716,1140.210,1203.057,1233.941
ENHANCED,309.276,299.610,304.989,328.991,361.620,444.598,478.942,570.525,777.826,781.762,795.464,916.417,950.801,1012.758,1043.642
