infrastructure0-desktop,infrastructure0-server,infrastructure1-desktop,infrastructure1-server,infrastructure2-desktop,infrastructure2-server,infrastructure3-desktop,infrastructure3-server,infrastructure4-desktop,infrastructure4-server,infrastructure5-desktop,infrastructure5-server,infrastructure6-desktop,infrastructure6-server,infrastructure7-desktop,infrastructure7-server,infrastructure8-desktop,infrastructure8-server,infrastructure9-desktop,infrastructure9-server
14.587500000000018,2.821428571428571,23.925000000000015,2.821428571428571,12.95000000000001,14.039285714285711,5.25,25.435714285714294,5.25,30.392857142857146,48.45,6.0714285714285685,5.25,42.07142857142857,19.000000000000018,35.32142857142858,23.250000000000014,40.21428571428572,98.62499999999997,2.821428571428571
