infrastructure0-desktop,infrastructure0-server,infrastructure1-desktop,infrastructure1-server,infrastructure2-desktop,infrastructure2-server,infrastructure3-desktop,infrastructure3-server,infrastructure4-desktop,infrastructure4-server,infrastructure5-desktop,infrastructure5-server,infrastructure6-desktop,infrastructure6-server,infrastructure7-desktop,infrastructure7-server,infrastructure8-desktop,infrastructure8-server,infrastructure9-desktop,infrastructure9-server
14.587500000000018,2.821428571428571,23.925000000000015,2.821428571428571,23.250000000000014,7.174999999999997,7.999999999999999,22.321428571428573,5.25,32.01785714285715,5.25,35.32142857142858,5.25,42.07142857142857,5.25,51.428571428571445,77.25000000000003,2.821428571428571,98.62499999999997,2.821428571428571
